8.11999989 	 -6.88000011 	 267642.75536785065 	 -33.62170331952075 	 46.68412920127706 
8.11999989 	 -6.64000034 	 275919.66712288593 	 -32.39948903283769 	 46.92129094656756 
8.11999989 	 -6.39999962 	 284448.40264724655 	 -31.141589634496437 	 47.159535067099924 
8.11999989 	 -6.15999985 	 293232.4071060558 	 -29.84716103567165 	 47.39875511781042 
8.11999989 	 -5.92000008 	 302274.6267135063 	 -28.515354020985573 	 47.63883663174207 
8.11999989 	 -5.68000031 	 311577.3795849381 	 -27.145322828634818 	 47.87965529575245 
8.11999989 	 -5.44000053 	 321142.3059321508 	 -25.7362224381644 	 48.12107743486532 
8.11999989 	 -5.19999981 	 330970.2202451185 	 -24.287220831074922 	 48.36295810960043 
8.11999989 	 -4.96000004 	 341061.05088548816 	 -22.797494255368523 	 48.605141700965646 
8.11999989 	 -4.72000027 	 351413.79804893554 	 -21.266223628922077 	 48.8474628521812 
8.11999989 	 -4.47999954 	 362026.3050124382 	 -19.692615971943262 	 49.08974316684506 
8.11999989 	 -4.23999977 	 372895.2035695043 	 -18.07589733347855 	 49.33179231924076 
8.11999989 	 -4.0 	 384015.8400787693 	 -16.41531299650261 	 49.57340859205232 
8.11999989 	 -3.76000023 	 395382.0904907059 	 -14.710140161332328 	 49.814377120622474 
8.11999989 	 -3.52000046 	 406986.28059885313 	 -12.959686164996429 	 50.05447056501443 
8.11999989 	 -3.27999973 	 418818.9906785566 	 -11.163305628645022 	 50.29344739930805 
8.11999989 	 -3.03999996 	 430868.9752857281 	 -9.320396596281475 	 50.53105276020692 
8.11999989 	 -2.80000019 	 443123.10102777975 	 -7.430399676300619 	 50.767019463879485 
8.11999989 	 -2.55999994 	 455566.119547363 	 -5.492820096503083 	 51.001065849691024 
8.11999989 	 -2.32000017 	 468180.6145361279 	 -3.5072238687338015 	 51.232897055985916 
8.11999989 	 -2.07999992 	 480946.8851400198 	 -1.4732488416153702 	 51.46220491103693 
8.11999989 	 -1.84000015 	 493842.84117581765 	 0.6093882053861917 	 51.6886680232837 
8.11999989 	 -1.60000038 	 506843.9770695816 	 2.7408908510501866 	 51.91195306772898 
8.11999989 	 -1.36000013 	 519923.2481138895 	 4.921365013981151 	 52.131714188047916 
8.11999989 	 -1.11999989 	 533051.033030568 	 7.150811228222285 	 52.34759374719091 
8.11999989 	 -0.880000114 	 546195.1731084075 	 9.429124947093715 	 52.55922404148727 
8.11999989 	 -0.640000343 	 559321.0016164648 	 11.756090533539973 	 52.76622847250502 
8.11999989 	 -0.399999619 	 572391.2891965744 	 14.13135373543878 	 52.96822109194792 
8.11999989 	 -0.159999847 	 585366.3931928047 	 16.554427105328873 	 53.16480907473723 
8.11999989 	 0.0799999237 	 598204.4453561036 	 19.024691190819755 	 53.3555952000552 
